record_id,n_stems,stem_diameter_1_cm,stem_diameter_2_cm,stem_diameter_3_cm,stem_diameter_4_cm,stem_diameter_5_cm,height_m,life_stage,physiological_condition,classification,county,latin_name_clean,common_name_clean,generic_name_clean,genus,species,combined_stem_diameter_cm,is_multistem,crown_radius_n_m,crown_radius_s_m,crown_radius_e_m,crown_radius_w_m,crown_radius_se_m,crown_radius_nw_m,crown_radius_ne_m,crown_radius_sw_m,crown_radius_minimum_bounding_circle,crown_radius_maximum,data_contributor_id
a2b3a442-9864-448e-9aec-447e5778fc1a,1,110,,,,,8,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,110,FALSE,2,2,2,2,,,,,2,2,C6
e51b4fe5-05d1-49b9-a685-a39a6d4bd95a,1,130,,,,,5,ancient,good,urban,essex,salix alba,white willow,willow,salix,alba,130,FALSE,2,2,2,2,,,,,2,2,C6
b4aa7ba2-19fe-47a2-bbcc-b294cd8581dc,1,110,,,,,10,ancient,fair,urban,suffolk,quercus robur,english oak,oak,quercus,robur,110,FALSE,2,4,2,3,,,,,3,4,C6
047a2af3-7c19-4890-9e73-80024a2c246a,1,160,,,,,11,ancient,fair,urban,suffolk,quercus robur,english oak,oak,quercus,robur,160,FALSE,3,4,3,3,,,,,3.5,4,C6
fa0dca8a-6e45-4262-a09d-2207db1f8997,1,130,,,,,4,ancient,fair,rural,suffolk,quercus robur,english oak,oak,quercus,robur,130,FALSE,1,3,4,4,,,,,4,4,C6
9fb1e0ab-f00e-4d70-bcaf-cdb3a4c37c5c,2,110,65,,,,9,ancient,fair,urban,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,127.8,TRUE,3,5,5,3,,,,,4,5,C6
8ff9add0-116d-4ac5-a9d4-699d598619cd,1,85,,,,,12,ancient,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,85,FALSE,,,,,5,4,4,4,4.5,5,C6
3310104a-6068-47d5-9550-3f41fd9bb381,1,90,,,,,12,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,90,FALSE,5,5,5,5,,,,,5,5,C6
6310fffb-59e5-4337-91ca-759c8d4e5e5c,1,100,,,,,17,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,100,FALSE,5,5,5,5,,,,,5,5,C6
f2c3085b-a328-441f-8da1-789b6a9e012b,1,60,,,,,15,ancient,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,60,FALSE,5,5,5,5,,,,,5,5,C6
a113adaa-ae6a-4936-a96d-0e67197b87d1,1,90,,,,,20,ancient,good,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,90,FALSE,5,5,5,5,,,,,5,5,C6
2d908f5a-bd5a-4373-b6f4-ac1a5380ca6f,1,91,,,,,12,ancient,good,urban,suffolk,quercus robur,english oak,oak,quercus,robur,91,FALSE,8,3,5,3,,,,,5.5,8,C6
55aa333a-ff63-4177-8460-ae2410852f6e,1,70,,,,,9,ancient,fair,suburban,surrey,quercus robur,english oak,oak,quercus,robur,70,FALSE,5.5,5.5,5.5,5.5,,,,,5.5,5.5,C6
e0f32c26-6b07-4afd-9d8c-93e57145cd6f,1,91.28526715741157,,,,,16,ancient,fair,rural,cambridgeshire,quercus robur,english oak,oak,quercus,robur,91.3,TRUE,5.5,6.5,7,4,,,,,6,7,C5
07167c8a-9d69-4ae6-bee5-1fb9981755c7,1,120,,,,,17,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,120,FALSE,6,6,6,6,,,,,6,6,C6
1c57db5d-3df4-481b-b062-6a0b86c8ae36,1,250,,,,,16,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,250,FALSE,6,6,6,6,,,,,6,6,C6
f3753e18-ab1c-4671-a0e5-e434578ef13c,1,107,,,,,11,ancient,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,107,FALSE,4.5,6,5.5,6.5,,,,,6,6.5,C6
24c30604-f117-4d5c-b1e0-72e3b883893e,1,100,,,,,17,ancient,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,100,FALSE,,,,,6.5,4,6,6,6,6.5,C6
39f33116-91a7-4a3c-86e8-5a65f4eb4089,1,126,,,,,12,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,126,FALSE,,,,,6.5,5,4,8,6,8,C6
2be1f5eb-9b51-4503-8cd0-efc6ee0d03ce,1,110,,,,,14,ancient,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,110,FALSE,,,,,8,4,6,6,6,8,C6
77a80470-8b76-4284-9489-90a2f7c80528,1,70,,,,,15,ancient,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,70,FALSE,6,6,6,6,,,,,6,6,C6
aca4aedb-bfbb-410a-8184-e4f5fdfe10d4,1,90,,,,,13,ancient,good,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,90,FALSE,6,6,6,6,,,,,6,6,C6
63a0f9a5-12ee-4e61-b408-fc7648b57f20,1,128,,,,,16,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,128,FALSE,5,8,5,8,,,,,6.5,8,C6
631b2e8b-4311-4777-b5ff-7db67fe0177b,1,72,,,,,10,ancient,poor,urban,essex,quercus robur,english oak,oak,quercus,robur,72,FALSE,6,5,7,6.5,,,,,6.8,7,C3
dc724b7e-fa4f-4e71-89ad-faa769e3dcab,1,91,,,,,17,ancient,good,rural,cambridgeshire,quercus robur,english oak,oak,quercus,robur,91,FALSE,8,3,5,8.5,,,,,6.8,8.5,C5
2593b104-5bed-47bd-bcff-a9f34e2bc1ab,1,103,,,,,23,ancient,fair,urban,hampshire,quercus robur,english oak,oak,quercus,robur,103,FALSE,4,7,8,6,,,,,7,8,C6
8b380536-ff44-4f38-8e77-7eb8c5925092,1,110,,,,,17,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,110,FALSE,7,7,7,7,,,,,7,7,C6
898ba42b-a56d-4c47-80d0-22fa82515f87,1,120,,,,,20,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,120,FALSE,7,7,7,7,,,,,7,7,C6
23651288-5e17-48c8-b1e8-452e0648b280,1,110,,,,,25,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,110,FALSE,7,7,7,7,,,,,7,7,C6
31371468-ddbf-4623-a509-7b67746a3bcb,1,100,,,,,18,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,100,FALSE,7,7,7,7,,,,,7,7,C6
22aa712f-c15b-4e48-943b-f55d621be28f,1,110,,,,,17,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,110,FALSE,5,7,7,7,,,,,7,7,C6
727bef1e-6024-4d6f-9b91-11d8e3b2343d,1,100,,,,,30,ancient,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,100,FALSE,7,7,7,7,,,,,7,7,C6
5b28ce0f-b6db-4325-bf1f-bf4736ccde41,1,90,,,,,25,ancient,good,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,90,FALSE,7,7,7,7,,,,,7,7,C6
360f5389-0ecb-45b9-bcfa-8bade07b09cc,1,105,,,,,15,ancient,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,105,FALSE,7,7,7,7,,,,,7,7,C6
c8b1ecba-37c4-49f5-b248-b33bc1c2a2b9,1,20,,,,,18,ancient,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,20,FALSE,7,7,7,7,,,,,7,7,C6
0088a042-8ac5-44b3-81f8-392d61bd6857,1,128,,,,,20,ancient,good,rural,oxfordshire,quercus robur,english oak,oak,quercus,robur,128,FALSE,8,7,7,8,,,,,7.5,8,C5
1e925304-27c5-4e65-a51d-ef2d6a2e1377,1,157,,,,,21,ancient,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,157,FALSE,8,7,5,8,,,,,7.5,8,C6
d2a99332-6b8c-44bc-bd3a-297cf8c29e04,1,105,,,,,13,ancient,poor,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,105,FALSE,8,7,6,7,,,,,7.5,8,C6
ebe036ca-1ddb-4513-9db7-4eb326d11a8d,1,100,,,,,15,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,100,FALSE,,,,,8,7,7,7,7.5,8,C6
c6a4279a-68fd-4c44-a430-9ed1476de9c0,1,134,,,,,15,ancient,good,rural,greater_london,quercus robur,english oak,oak,quercus,robur,134,FALSE,,,,,8,8,8,5.5,8,8,C4
79cd566a-3235-474f-9412-99ab2574fd8d,1,140,,,,,14,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,140,FALSE,9,7,7,7,,,,,8,9,C6
069e2858-a101-4d7d-9646-b525a01f98c4,1,200,,,,,18,ancient,dead,urban,essex,quercus robur,english oak,oak,quercus,robur,200,FALSE,8,8,8,8,,,,,8,8,C6
f256435b-4161-47f6-8db8-ecd818904c89,1,100,,,,,25,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,100,FALSE,8,8,8,8,,,,,8,8,C6
8050b3a4-86fd-4b16-ab18-65110e2aad2e,1,120,,,,,25,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,120,FALSE,8,8,8,8,,,,,8,8,C6
6e268d43-2ea8-4d07-a303-0319dea07d38,1,200,,,,,13,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,200,FALSE,8,8,8,8,,,,,8,8,C6
07e499cb-d1ad-4590-bb88-950a525739bc,1,105,,,,,22,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,105,FALSE,8,8,8,8,,,,,8,8,C6
17555587-8308-461a-afa7-d129573c2a23,1,100,,,,,22,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,100,FALSE,8,8,8,8,,,,,8,8,C6
fad12468-c648-4834-b735-22a391b79aa3,1,158,,,,,16,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,158,FALSE,8,7,9,7,,,,,8,9,C6
d458cf61-e99d-40f4-a29a-78bc68ec5cd5,1,68,,,,,17,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,68,FALSE,7,7,10,6,,,,,8,10,C6
9190afa2-dfa1-44de-be88-2bac4b42bd46,1,110,,,,,23,ancient,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,110,FALSE,8,8,8,8,,,,,8,8,C6
71ee6d55-f0b9-4354-a41f-9c12b31d0cbe,1,138,,,,,22,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,138,FALSE,7,9.5,7,9.5,,,,,8.2,9.5,C6
1f5a4e4b-2ef7-4457-b12a-d62bdda7f38c,1,136,,,,,18,ancient,fair,urban,suffolk,quercus robur,english oak,oak,quercus,robur,136,FALSE,11,6,9,8,,,,,8.5,11,C6
aa932478-9d0b-4ae5-b8a7-37a6905f9e2e,1,125,,,,,19,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,125,FALSE,,,,,5,9,9,8,8.5,9,C6
0ef2c7d8-64b6-4806-bda3-c7b480133b68,1,61,,,,,16,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,61,FALSE,8,9,8,7,,,,,8.5,9,C6
b08ed49e-fe77-41a3-b3cb-fc87c2dfadf6,1,93,,,,,13,ancient,poor,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,93,FALSE,10,7,8,9,,,,,8.5,10,C6
49a42234-f242-4d7d-bdd4-61d9de0d6084,1,86,,,,,16.5,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,86,FALSE,8,9,8,9,,,,,8.5,9,C6
57fef453-5d31-4a92-97b9-4ffa9c5e38c7,1,150,,,,,25,ancient,good,rural,gloucestershire,quercus robur,english oak,oak,quercus,robur,150,FALSE,9,9,8,8,,,,,9,9,C5
71274d1d-4b75-40d1-99b1-370547b01813,1,122,,,,,13,ancient,poor,urban,hampshire,quercus robur,english oak,oak,quercus,robur,122,FALSE,7.5,7.5,10,8,,,,,9,10,C6
c32ec364-ef6a-4714-9b44-21866d2cdfee,1,185,,,,,22,ancient,fair,urban,hampshire,quercus robur,english oak,oak,quercus,robur,185,FALSE,6,12,6,11,,,,,9,12,C6
aca1f5cd-8bbd-46cc-94cb-9fc41dcf1597,1,110,,,,,25,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,110,FALSE,9,9,9,9,,,,,9,9,C6
c5678fc4-6843-49eb-9f79-c7dfbc0dfb5e,1,120,,,,,20,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,120,FALSE,9,9,9,9,,,,,9,9,C6
caf50953-d3e7-4bb7-984b-cc79f2872aec,1,160,,,,,15,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,160,FALSE,9,9,9,9,,,,,9,9,C6
f446e9b2-75ac-4465-b484-2548e734932b,1,120,,,,,21,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,120,FALSE,9,9,9,9,,,,,9,9,C6
85b5a090-2ea9-4251-89f2-15fc53978b47,1,160,,,,,12,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,160,FALSE,9,9,9,9,,,,,9,9,C6
9cd624e0-c3b5-4544-817c-6dbd67055b67,1,205,,,,,25,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,205,FALSE,9,9,9,9,,,,,9,9,C6
1a74fafc-46ab-45fb-96e4-96fd9d130477,1,110,,,,,18.5,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,110,FALSE,7,9,9,9,,,,,9,9,C6
310a5c22-272f-4509-ae34-e82ac1083b83,1,74,,,,,18.5,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,74,FALSE,9,8,9,9,,,,,9,9,C6
0e0c338a-7718-40b3-a9a7-4c9e27e5c657,5,60,45,45,25,20,16,ancient,fair,rural,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,93.1,TRUE,5,9,9,9,,,,,9,9,C6
083be3ac-53a2-44e2-9c40-1aa069a90135,1,130,,,,,15,ancient,good,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,130,FALSE,9,9,9,9,,,,,9,9,C6
fea546da-7526-45b6-b954-65025b071c0d,1,55,,,,,12,ancient,fair,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,55,FALSE,9,9,9,9,,,,,9,9,C6
4d2673c3-e5f2-473a-bad8-45c9966c70e8,1,130,,,,,14,ancient,fair,suburban,surrey,salix alba,white willow,willow,salix,alba,130,FALSE,9,9,9,9,,,,,9,9,C6
4d08b2af-d115-446a-b9ad-f223688a3cb0,1,90,,,,,14,ancient,fair,suburban,surrey,salix alba,white willow,willow,salix,alba,90,FALSE,9,9,9,9,,,,,9,9,C6
177f2f9b-baa0-41d5-ad05-8eae1887b968,1,160,,,,,22,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,160,FALSE,5,12,13,6,,,,,9.5,13,C3
1b8f54ff-7398-4190-87c8-92be0860d555,1,120,,,,,9,ancient,fair,suburban,surrey,quercus robur,english oak,oak,quercus,robur,120,FALSE,,,,,7,6,10,9,9.5,10,C6
c5fbda23-80c6-494a-8103-e0b83949f71d,1,133,,,,,10,ancient,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,133,FALSE,10,9,8.5,9.5,,,,,9.5,10,C6
ed0b87f9-b713-43be-8ba8-650d4542d1a6,1,133,,,,,21,ancient,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,133,FALSE,,,,,11,7,8,11,9.5,11,C6
e54ccc3f-6029-48ed-a187-0ae6beb580f4,1,158,,,,,18,ancient,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,158,FALSE,8,11,8,9,,,,,9.5,11,C6
0c209cb6-ef60-4fe7-9e4c-07881e29d450,1,84,,,,,17,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,84,FALSE,10,7,10,9,,,,,9.5,10,C6
c14b1138-6fb1-40e7-bb76-4c516744bf01,1,105,,,,,11,ancient,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,105,FALSE,10,9,9,9,,,,,9.5,10,C6
00644e80-c50d-427b-8541-ee7e0b228ddf,1,144,,,,,20,ancient,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,144,FALSE,,,,,8.5,11,8,10,9.8,11,C6
d7222bc7-fc42-4000-98a3-7f6802bd1b3b,1,160,,,,,22,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,160,FALSE,8,12,8,12,,,,,10,12,C3
89b7a6d9-2249-4579-97f4-928c3deafe25,1,120,,,,,28,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,120,FALSE,10,10,10,10,,,,,10,10,C6
98dff306-feb3-4b9e-a854-f2580e4c2729,1,85,,,,,20,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,85,FALSE,10,10,10,10,,,,,10,10,C6
ce666321-a9ac-454a-826b-0f3333446aa0,1,150,,,,,21,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,150,FALSE,10,10,10,10,,,,,10,10,C6
4772f17c-2ae8-4940-887d-92fe04febaa7,1,131,,,,,16.5,ancient,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,131,FALSE,,,,,7,11,12,8,10,12,C6
6020adba-0e29-40ae-a873-4e1d057b6e34,1,204,,,,,18,ancient,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,204,FALSE,9.5,10.5,7.5,9.5,,,,,10,10.5,C6
d4d763a9-775b-49ef-aa83-7d7c8f0c7208,1,110,,,,,18,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,110,FALSE,10,10,10,10,,,,,10,10,C6
9494e9a9-b2bd-4858-8674-0dbd9985e050,1,91,,,,,18,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,91,FALSE,10,10,10,10,,,,,10,10,C6
ac02ecf3-023d-4bd8-bab8-1c7792b534c5,1,87,,,,,18,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,87,FALSE,10,10,10,9,,,,,10,10,C6
c327bc89-0f5c-4fba-b236-13b7cd42637a,1,110,,,,,17,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,110,FALSE,6,8,11,10,,,,,10.5,11,C3
5512cb7d-20c7-4596-bac4-76fa0454a68a,1,153,,,,,21,ancient,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,153,FALSE,12,9,11,10,,,,,10.5,12,C6
76eeb254-5423-46d5-b783-4993005ec661,1,166,,,,,22,ancient,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,166,FALSE,,,,,11,10,7,11,10.5,11,C6
7c4c5a92-e46e-4e2a-a627-f0b1cb746f35,1,176,,,,,20,ancient,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,176,FALSE,10,11,8,11,,,,,10.5,11,C6
fb63b7a3-e186-48c6-b874-880c57730904,1,180,,,,,24,ancient,fair,urban,hampshire,quercus robur,english oak,oak,quercus,robur,180,FALSE,10,12,6,12,,,,,11,12,C6
12a33358-9f8d-45b8-bd96-a39ee61dc2cd,1,128,,,,,14,ancient,fair,suburban,surrey,quercus robur,english oak,oak,quercus,robur,128,FALSE,11,11,11,11,,,,,11,11,C6
0249893a-2c8c-4218-92b6-6c971a660002,1,123,,,,,10,ancient,fair,rural,wiltshire,quercus robur,english oak,oak,quercus,robur,123,FALSE,11,11,10,10,,,,,11,11,C6
4f114a3d-db64-4f21-b24f-323e1d15085f,1,150,,,,,25,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,150,FALSE,11,11,11,11,,,,,11,11,C6
496152ea-a6b0-439c-a0df-012a9543cac8,1,130,,,,,18.5,ancient,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,130,FALSE,11,9,12,10,,,,,11,12,C6
23dc10e9-4ed0-4dae-b4fc-50201a1cbbe4,1,200,,,,,13,ancient,fair,suburban,surrey,salix alba,white willow,willow,salix,alba,200,FALSE,11,11,10,11,,,,,11,11,C6
8ba18d18-95ff-4412-8c14-a810b446fac6,1,127,,,,,18,ancient,good,urban,hampshire,quercus robur,english oak,oak,quercus,robur,127,FALSE,13,10.5,13,9,,,,,11.8,13,C6
bf390615-de4e-488a-b301-dfc573c37ecf,1,145,,,,,22,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,145,FALSE,12,12,12,12,,,,,12,12,C3
6dd70389-8616-4661-896d-ec2e13751d14,1,220,,,,,20,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,220,FALSE,12,12,12,12,,,,,12,12,C6
41f564d1-51c0-41f3-83e5-43b23a1fa1a9,1,240,,,,,23,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,240,FALSE,12,12,12,12,,,,,12,12,C6
87242fde-1a7a-4422-9e45-0aac8747ec43,1,135,,,,,25,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,135,FALSE,12,12,12,12,,,,,12,12,C6
ea7e9e7b-164a-4a58-9ffa-b29864df7af1,1,120,,,,,25,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,120,FALSE,12,12,12,12,,,,,12,12,C6
75701f07-742a-4d11-be3a-884d93c4a1ce,1,170,,,,,28,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,170,FALSE,12,12,12,12,,,,,12,12,C6
72be22ff-4b5b-4f10-a3fe-b21956f597ed,1,140,,,,,25,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,140,FALSE,12,12,12,12,,,,,12,12,C6
1e807394-5ee3-4879-bbfd-d8bc3ef4a192,1,150,,,,,25,ancient,fair,urban,essex,quercus robur,english oak,oak,quercus,robur,150,FALSE,12,12,12,12,,,,,12,12,C6
85dcbb9e-c173-44fd-a4e4-6617e52870cd,1,140,,,,,30,ancient,poor,urban,essex,fraxinus excelsior,european ash,ash,fraxinus,excelsior,140,FALSE,12,12,12,12,,,,,12,12,C6
786326da-8aae-4f37-b270-19d95232aca2,3,96,81,59,,,15,ancient,fair,suburban,surrey,salix alba,white willow,willow,salix,alba,138.8,TRUE,12,12,12,12,,,,,12,12,C6
7a48cb09-59af-442d-ac31-2d8ad36a6627,1,152,,,,,21,ancient,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,152,FALSE,13.5,12,9,13.5,,,,,12.8,13.5,C6
a52956cb-d6e1-41e5-ae04-aef34ca2ce83,1,150,,,,,20,ancient,good,urban,essex,quercus robur,english oak,oak,quercus,robur,150,FALSE,13,13,13,13,,,,,13,13,C3
3ee938e3-e071-47fd-bd31-27cb88b2c462,1,136,,,,,19.5,ancient,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,136,FALSE,,,,,13,11,12,14,13,14,C6
050ee10b-2d7d-4086-ad20-b5d033255c57,1,170,,,,,20,ancient,good,urban,essex,salix alba,white willow,willow,salix,alba,170,FALSE,13,13,13,13,,,,,13,13,C6
db6c900f-717d-4be0-bbee-6a208bb72cc4,1,142,,,,,24,ancient,good,urban,hampshire,quercus robur,english oak,oak,quercus,robur,142,FALSE,13,14.5,12.5,13,,,,,13.8,14.5,C6
5b6d5b18-be7d-48a1-b634-6a55f6f54119,1,180,,,,,19,ancient,good,urban,hampshire,quercus robur,english oak,oak,quercus,robur,180,FALSE,15,11,16,12,,,,,14,16,C6
bb1502b9-d29a-4a93-a08e-63667d110b5a,1,300,,,,,15,ancient,fair,urban,essex,salix alba,white willow,willow,salix,alba,300,FALSE,15,15,15,15,,,,,15,15,C6
2369b27b-df63-43ca-99b8-56b0285e4bab,1,120,,,,,17,ancient,fair,urban,essex,salix alba,white willow,willow,salix,alba,120,FALSE,20,20,20,20,,,,,20,20,C6
94004b06-9875-4302-af89-6cdfab66f687,1,26,,,,,8,early_mature,dead,rural,durham,quercus robur,english oak,oak,quercus,robur,26,FALSE,0,0.5,1,0.5,,,,,0.8,1,C6
6f2e3e0b-96d4-4bf5-afa3-9d988c1c3fef,1,13,,,,,6,early_mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,13,FALSE,1,1,1,1,,,,,1,1,C2
f30061c5-8856-433b-b47b-55b4e179bcc5,1,10,,,,,6,early_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,10,FALSE,1,1,1,1,,,,,1,1,C2
95fe1cdc-4306-4f97-a222-db2cac176228,1,10,,,,,6,early_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,10,FALSE,1,1,1,1,,,,,1,1,C2
abfcc2da-ab33-4afa-aa9e-f5b21400fc10,1,7,,,,,5,early_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,7,FALSE,1,1,1,1,,,,,1,1,C2
752e0f6b-6d7f-4547-b9c1-edd44c5bd64a,1,15,,,,,8,early_mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,15,FALSE,1,0,1,1,,,,,1,1,C2
4b46a30c-d16f-4d33-bf3d-61b6d4da5b13,1,11,,,,,7,early_mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,11,FALSE,1,1,1,1,,,,,1,1,C2
d26dca54-58ce-47a0-bcb8-530a6223a350,1,15,,,,,9,early_mature,fair,urban,oxfordshire,platanus x hispanica,london plane,plane,platanus,hispanica,15,FALSE,1,1,1,1,,,,,1,1,C2
97820a53-d6f1-44b6-8b1f-5ba087c1996f,1,20,,,,,6,early_mature,fair,urban,somerset,quercus robur,english oak,oak,quercus,robur,20,FALSE,1.5,1.5,1.5,1.5,,,,,1.5,1.5,C6
0290c17d-fa80-4b88-aecb-dedb7e640ad9,1,20,,,,,6,early_mature,fair,urban,somerset,quercus robur,english oak,oak,quercus,robur,20,FALSE,1.5,1.5,1.5,1.5,,,,,1.5,1.5,C6
11a9bfa3-1b5f-4636-a541-edf5bb651269,1,20,,,,,10,early_mature,fair,urban,dorset,quercus robur,english oak,oak,quercus,robur,20,FALSE,1.5,1.5,1.5,1.5,,,,,1.5,1.5,C6
8ee4a1a4-0ab5-4b5e-9fde-8591a424d9ea,1,20,,,,,10,early_mature,fair,urban,dorset,quercus robur,english oak,oak,quercus,robur,20,FALSE,1.5,1.5,1.5,1.5,,,,,1.5,1.5,C6
999b15d7-d9d9-44f3-8ff3-76cec06db4ab,1,26,,,,,10,early_mature,fair,urban,dorset,quercus robur,english oak,oak,quercus,robur,26,FALSE,1,0,0,3,,,,,1.5,3,C6
1fb2b517-b57c-4576-b398-eea739c90810,1,26,,,,,10,early_mature,fair,urban,dorset,quercus robur,english oak,oak,quercus,robur,26,FALSE,1,0,0,3,,,,,1.5,3,C6
fba35714-d085-457f-aad0-cd1aecd5b0ce,1,20,,,,,10,early_mature,fair,urban,dorset,quercus robur,english oak,oak,quercus,robur,20,FALSE,1.5,1.5,1.5,1.5,,,,,1.5,1.5,C6
52d06da6-e52f-436c-b5b5-ba8ab63e27dc,1,20,,,,,10,early_mature,fair,urban,dorset,quercus robur,english oak,oak,quercus,robur,20,FALSE,1.5,1.5,1.5,1.5,,,,,1.5,1.5,C6
84c58c61-545e-42ed-92f8-c52d6d846934,1,26,,,,,10,early_mature,fair,urban,dorset,quercus robur,english oak,oak,quercus,robur,26,FALSE,1,0,0,3,,,,,1.5,3,C6
2a98a729-3ef0-494c-af24-04731f5fd760,1,26,,,,,10,early_mature,fair,urban,dorset,quercus robur,english oak,oak,quercus,robur,26,FALSE,1,0,0,3,,,,,1.5,3,C6
