record_id,n_stems,stem_diameter_1_cm,stem_diameter_2_cm,stem_diameter_3_cm,stem_diameter_4_cm,stem_diameter_5_cm,height_m,life_stage,physiological_condition,classification,county,latin_name_clean,common_name_clean,generic_name_clean,genus,species,combined_stem_diameter_cm,is_multistem,crown_radius_n_m,crown_radius_s_m,crown_radius_e_m,crown_radius_w_m,crown_radius_se_m,crown_radius_nw_m,crown_radius_ne_m,crown_radius_sw_m,crown_radius_minimum_bounding_circle,crown_radius_maximum,data_contributor_id
504ba961-40e8-4a67-af0f-bb244e57d2f7,1,12,,,,,8,mature,fair,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,12,FALSE,2,2,2,2,,,,,2,2,C6
fedc3820-4e05-4706-9657-980b25bc77fa,1,8,,,,,4,mature,good,rural,wiltshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,8,FALSE,2,2,2,2,,,,,2,2,C6
c83768c5-c6cc-460e-aef6-a8e846c013ce,1,30,,,,,14,mature,good,urban,swansea,quercus robur,english oak,oak,quercus,robur,30,FALSE,3,2,2,3,,,,,2.5,3,C6
f47d0598-ea77-4fd3-9647-23ce0cb1f25b,1,33,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,33,FALSE,2.5,2.5,2.5,2.5,,,,,2.5,2.5,C6
a84a5db6-26e9-46fc-ad2c-5bb3622ba329,1,30,,,,,12,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,30,FALSE,2,2,3,2,,,,,2.5,3,C2
b5a4f937-1146-4761-9e38-955969539048,1,30,,,,,10,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,30,FALSE,4,1,3,2,,,,,2.5,4,C2
5a132fb3-2a3f-450d-a469-ba806a061fa8,1,60,,,,,8,mature,good,urban,greater_london,platanus x hispanica,london plane,plane,platanus,hispanica,60,FALSE,2.5,2.5,2.5,2.5,,,,,2.5,2.5,C6
df92a347-279a-406d-b0b5-e1608b7c3bf4,2,12,12,,,,12,mature,good,urban,swansea,fraxinus excelsior,european ash,ash,fraxinus,excelsior,17,TRUE,3,2,3,2.5,,,,,2.8,3,C6
3c054e51-8d63-4f52-94b1-51fc99885494,1,51,,,,,18,mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,51,FALSE,3,3,3,3,,,,,3,3,C2
2827d8df-4212-457e-a8f0-2cb9ba4e0c8e,1,40,,,,,18,mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,40,FALSE,3,3,0,6,,,,,3,6,C2
5791dd22-c347-43a7-8ce3-d02fd5de4543,1,64,,,,,7,mature,poor,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,64,FALSE,1,4,3,3,,,,,3,4,C2
8124f65a-1bcc-4270-9cac-92129dfa1753,1,55,,,,,12,mature,fair,rural,greater_london,quercus robur,english oak,oak,quercus,robur,55,FALSE,3,2,5,1,,,,,3,5,C4
c5d047d4-e65e-48e6-a056-e298ffa9eb35,3,20,25,20,,,7,mature,fair,urban,suffolk,quercus robur,english oak,oak,quercus,robur,37.7,TRUE,3,3,3,3,,,,,3,3,C6
5a453d67-558a-41a4-9b3f-80cd7c7911e8,1,95,,,,,17,mature,fair,rural,devon,quercus robur,english oak,oak,quercus,robur,95,FALSE,3,3,3,3,,,,,3,3,C6
c0a22a0b-7492-4c4e-ac35-414d68279107,1,60,,,,,15,mature,fair,rural,devon,quercus robur,english oak,oak,quercus,robur,60,FALSE,1,3,3,3,,,,,3,3,C6
e78d520c-b85d-4a89-8f05-87c212c2eedf,1,65,,,,,11,mature,good,rural,somerset,quercus robur,english oak,oak,quercus,robur,65,FALSE,3,3,3,3,,,,,3,3,C6
3baff60d-3702-4eca-9cbe-78c0db3903b0,1,90,,,,,8,mature,dead,urban,essex,quercus robur,english oak,oak,quercus,robur,90,FALSE,3,3,3,3,,,,,3,3,C6
21e607cf-6b0d-4bab-9c06-46bb22d7c9ce,1,33,,,,,20,mature,fair,urban,greater_london,quercus robur,english oak,oak,quercus,robur,33,FALSE,3,3,4,2,,,,,3,4,C6
641b1d5b-524f-45c5-96f6-2b421a8e168e,1,45,,,,,15,mature,fair,urban,greater_london,quercus robur,english oak,oak,quercus,robur,45,FALSE,4,2,1,1,0,0,0,0,3,4,C6
ad5696eb-b606-434c-8cc1-6f1db3b5885b,1,30,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,30,FALSE,3,3,3,3,,,,,3,3,C6
442921d1-9a93-44a8-a524-8da2f356ce28,1,27,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,27,FALSE,3,3,3,3,,,,,3,3,C6
37f69edc-73df-49c6-9add-cf5186b93a46,1,32,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,32,FALSE,3,3,3,3,,,,,3,3,C6
b93baa94-a717-4236-8c0c-443f39dfa1f2,1,32.8,,,,,10,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,32.8,FALSE,3,3,4,1,,,,,3,4,C2
00016ae8-4478-467e-8b88-9ffaeec8ab1d,1,35,,,,,12,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,3,3,3,3,,,,,3,3,C2
a908e3c4-058a-4cb4-98b5-1a19b91c524e,1,35,,,,,12,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,5,1,2,3,,,,,3,5,C2
f211c7b0-537d-41f8-8e22-5fc269bdedce,1,38,,,,,15,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,38,FALSE,3,3,3,3,,,,,3,3,C2
cd7b0d29-a125-4221-a5f2-62d48769e991,1,29,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,29,FALSE,3,3,3,3,,,,,3,3,C2
3555e85f-b04f-4750-9e9b-c7413fd911f5,1,30,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,30,FALSE,4,2,2,3,,,,,3,4,C2
24980909-4380-4231-bb02-8a900373f369,1,40,,,,,13,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,40,FALSE,3,3,2,4,,,,,3,4,C2
fa6dee29-dfdf-41fc-9cde-73a324ca4110,1,45,,,,,7,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,45,FALSE,3,3,3,3,,,,,3,3,C2
93c6ac60-2695-455d-b627-e2516e85d6eb,1,28,,,,,12,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,28,FALSE,1,3,3,3,,,,,3,3,C2
34c266f4-d704-41a2-9191-09fd513def25,1,22,,,,,8,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,22,FALSE,3,3,3,3,,,,,3,3,C2
0a5794c2-c8ba-4334-8e78-df5dab5ae4d7,1,25,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,25,FALSE,3,3,0,1,,,,,3,3,C2
c86d02cc-3715-4d45-b63a-fd8bc9cd2a98,1,52,,,,,8,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,52,FALSE,4,2,4,2,,,,,3,4,C2
66e4de3b-83cc-41da-a1a7-de6baaba4c48,1,35,,,,,5,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,3,3,3,3,,,,,3,3,C2
603a6165-fad7-4915-a805-e786ca9b4495,1,29.15,,,,,8,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,29.2,TRUE,4,2,0,4,,,,,3,4,C2
869cf309-7f9e-4a2b-a1af-98df14801c1a,1,26,,,,,15,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,26,FALSE,5,1,4,1,,,,,3,5,C2
336b09ab-5a5f-4ce6-9987-906b99b76c8f,1,25,,,,,10,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,25,FALSE,4,2,2,2,,,,,3,4,C2
458bd5ed-1cb4-4ebf-b344-a6c255800405,1,35,,,,,8,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,3,2,3,3,,,,,3,3,C2
7c999c54-7e57-4559-a53a-9014f9cf6531,1,30,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,30,FALSE,1,5,2,1,,,,,3,5,C2
e50d8dbd-3d85-42d8-8702-3f5f3a401919,1,32,,,,,5,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,32,FALSE,3,3,3,3,,,,,3,3,C2
bb011611-6615-4c18-95cc-cd334b594c4f,1,35,,,,,10,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,2,3,3,3,,,,,3,3,C2
0da718cf-3fda-4ed2-a710-19aa1218db4e,1,30,,,,,11,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,30,FALSE,3,3,3,3,,,,,3,3,C2
5bfea866-c57c-400e-b8a7-6d1c6a2755d8,1,28,,,,,10,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,28,FALSE,2,3,2,4,,,,,3,4,C2
1529ea8e-fd9b-47c4-b8d3-6ecc628b47d2,1,45,,,,,14,mature,poor,rural,greater_london,fraxinus excelsior,european ash,ash,fraxinus,excelsior,45,FALSE,3,3,3,3,,,,,3,3,C4
22ed260e-5b47-4cb8-a223-a77ee42d365c,1,75,,,,,9,mature,fair,urban,suffolk,fraxinus excelsior,european ash,ash,fraxinus,excelsior,75,FALSE,3,3,3,1,,,,,3,3,C6
09f6118f-cd03-4b7e-8339-f29be998f6bf,1,17,,,,,5,mature,good,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,17,FALSE,3,3,3,3,,,,,3,3,C6
70e7c084-07ee-4c76-af35-0989901d536b,1,28,,,,,6.5,mature,good,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,28,FALSE,3,3,3,3,,,,,3,3,C6
6ce076ae-5c1f-41f3-b675-69755d1a281b,1,23,,,,,6,mature,fair,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,23,FALSE,3,3,3,3,,,,,3,3,C6
6efbe86f-ba0c-4898-ab44-678e5cc0bde2,1,18,,,,,7,mature,good,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,18,FALSE,3,2,2,4,,,,,3,4,C6
a75b2096-e3a3-4fe8-b690-5e11a630885f,1,50,,,,,11,mature,good,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,50,FALSE,3,2,2,4,,,,,3,4,C6
300a167e-5db3-4372-b637-79dd060e066d,1,10,,,,,6.5,mature,fair,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,10,FALSE,3,3,3,3,,,,,3,3,C6
fd3debdf-58dc-40af-a65c-905b9ce47b0f,1,12,,,,,6.5,mature,good,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,12,FALSE,3,3,3,3,,,,,3,3,C6
c88a92d8-9871-4ee3-94e3-15821bfad5dd,1,14,,,,,6.5,mature,good,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,14,FALSE,3,3,3,3,,,,,3,3,C6
5aff69aa-5abd-4d60-9fdf-b0927f9d71f5,1,12,,,,,7,mature,fair,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,12,FALSE,3,3,3,3,,,,,3,3,C6
2a2a76d8-6018-4751-8ae3-3fe7386328d1,1,22,,,,,6,mature,fair,urban,kent,fraxinus excelsior,european ash,ash,fraxinus,excelsior,22,FALSE,3,3,3,3,,,,,3,3,C6
4fc719e9-7d34-4a22-903f-cd9ee3ee8c16,1,22,,,,,6,mature,fair,urban,kent,fraxinus excelsior,european ash,ash,fraxinus,excelsior,22,FALSE,3,3,3,3,,,,,3,3,C6
dc6d75fd-3950-4e0f-aa17-20a174068f8a,3,66,50,52,,,12,mature,fair,suburban,surrey,fraxinus excelsior,european ash,ash,fraxinus,excelsior,97.8,TRUE,3,3,3,3,,,,,3,3,C6
24cff1ff-8bd1-4c5f-a746-709fcf11412d,1,14,,,,,9,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,14,FALSE,3,3,3,2,,,,,3,3,C6
0d071c00-b887-4ce2-a9e7-a3fad79ab38f,1,40,,,,,11,mature,good,rural,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,40,FALSE,1,4,3,3,,,,,3,4,C6
0a9085e7-74ce-42ee-98eb-4fedb04bf916,1,24,,,,,6,mature,good,urban,devon,platanus x hispanica,london plane,plane,platanus,hispanica,24,FALSE,3,3,3,3,,,,,3,3,C6
f4fea9ab-c9fb-4b8d-acb1-9aa520a797b5,1,22,,,,,6,mature,good,urban,devon,platanus x hispanica,london plane,plane,platanus,hispanica,22,FALSE,3,3,3,3,,,,,3,3,C6
55792538-e3e3-4491-8a58-2ebe8ed30cbd,1,15,,,,,6,mature,good,urban,devon,platanus x hispanica,london plane,plane,platanus,hispanica,15,FALSE,3,3,3,3,,,,,3,3,C6
fa6ced60-9b5a-4fc7-bb5c-162825640cba,1,110,,,,,12,mature,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,110,FALSE,3,3,4.5,2,,,,,3.2,4.5,C6
0e3c6ab6-faf6-46f8-8b24-8f25dcdd6a78,1,60,,,,,13,mature,fair,urban,greater_london,fraxinus excelsior,european ash,ash,fraxinus,excelsior,60,FALSE,2.5,4,3.5,1.5,,,,,3.2,4,C3
6062e1b7-9f5f-41aa-bb8b-30cfef25dcdb,1,39,,,,,14,mature,fair,rural,hampshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,39,FALSE,4,0.5,1,5.5,,,,,3.2,5.5,C7
61bcb131-0c12-4993-91d0-1c4cc3cf8fce,1,39,,,,,14,mature,fair,rural,hampshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,39,FALSE,4,0.5,1,5.5,,,,,3.2,5.5,C7
f538f86d-efc7-4a47-a0ac-db3be99b5132,1,12,,,,,9,mature,fair,urban,somerset,platanus x hispanica,london plane,plane,platanus,hispanica,12,FALSE,3.5,3,3.5,3,,,,,3.2,3.5,C6
257c84e7-98aa-4dbb-8469-dc04a10d4a50,1,30,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,30,FALSE,3.3,3.3,3.3,3.3,,,,,3.3,3.3,C6
07bb8fb7-9ace-40b9-a0a9-f46276604dbe,1,42,,,,,8,mature,fair,urban,suffolk,quercus robur,english oak,oak,quercus,robur,42,FALSE,4,2,4,3,,,,,3.5,4,C6
b28c8fa9-072c-4c0e-811d-0527b666fc4d,1,49,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,49,FALSE,3.5,3.5,3.5,3.5,,,,,3.5,3.5,C6
4509d2b0-65a1-48ea-b963-d106c7ff8242,1,34,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,34,FALSE,3.5,3.5,3.5,3.5,,,,,3.5,3.5,C6
d9ddc706-6630-4d3e-88e6-c4300b564870,1,30,,,,,17,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,30,FALSE,3.5,3.5,3.5,3.5,,,,,3.5,3.5,C6
06ac08da-e664-4b14-8ca0-b5fe26f566ad,1,34.64,,,,,12,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,34.6,FALSE,5,2,4,3,,,,,3.5,5,C2
3f7a2196-479e-4ed3-8a9c-0e3f2b084fc8,1,31,,,,,12,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,31,FALSE,4,3,3,4,,,,,3.5,4,C2
fe143ec5-56e1-46cf-ba8d-9e8f73711f89,1,31,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,31,FALSE,3,4,4,3,,,,,3.5,4,C2
4d99dda3-5743-4cf5-b52b-6258a19a844f,1,35,,,,,14,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,3,3,4,3,,,,,3.5,4,C2
6f5ca638-4543-49fa-9321-843da2c92d8e,1,39.82,,,,,14,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,39.8,FALSE,3,4,2,4,,,,,3.5,4,C2
a79e235a-4a6b-46f1-95c2-96568d8c12a4,1,22,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,22,FALSE,4,3,4,2,,,,,3.5,4,C2
2b8a80da-035d-462b-a28e-446f33ac62fb,1,18,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,18,FALSE,4,1,4,3,,,,,3.5,4,C2
44205f52-cbb2-4e03-ba08-3eab8fa43d61,1,31,,,,,12,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,31,FALSE,4,3,2,2,,,,,3.5,4,C2
b311a651-886d-4dab-a9de-fc550d6342fc,1,35,,,,,8,mature,dead,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35,FALSE,4,3,3,4,,,,,3.5,4,C2
28966d3c-6667-4d7c-92d0-ae0f9be10d3f,1,40,,,,,8,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,40,FALSE,3,4,3,4,,,,,3.5,4,C2
c0fbbfb1-8ecb-4d4e-b9fe-62fed6e624ee,1,30,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,30,FALSE,4,3,4,3,,,,,3.5,4,C2
35bfa8df-a0d5-490b-ad6f-9c5d5d82eaba,1,24,,,,,15,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,24,FALSE,3,4,4,2,,,,,3.5,4,C2
9cfc7748-de68-48a5-a9bb-aa381ac1f7b5,1,32,,,,,6,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,32,FALSE,4,3,3,4,,,,,3.5,4,C2
2b4ca51e-0d70-4283-8ba0-c7e82f9cca57,1,36,,,,,12,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,36,FALSE,3,3,3,4,,,,,3.5,4,C2
ecc3ebef-1485-4f2a-a6f6-171ddf70e3a5,1,40.36,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,40.4,TRUE,3,4,4,2,,,,,3.5,4,C2
7e8443e1-60f9-4c4b-8c90-d0a0d1705b30,1,34,,,,,10,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,34,FALSE,4,3,2,2,,,,,3.5,4,C2
6d95e5e4-a0bb-41be-bc5a-889c8e09a320,1,52,,,,,12,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,52,FALSE,3,2,5,2,,,,,3.5,5,C2
1b205a6e-fe2e-4da9-b2c7-0b0dbaeb0b41,1,33,,,,,7,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,33,FALSE,3,3,3,4,,,,,3.5,4,C2
dc29fcdc-06e0-4161-8e10-4289093036c8,1,34,,,,,13,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,34,FALSE,3,2,4,3,,,,,3.5,4,C2
85097e4f-478a-41da-b74c-d2f91fbbafda,1,42,,,,,6,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,42,FALSE,3,3,4,3,,,,,3.5,4,C2
4e2b8e7d-9db9-463b-8877-1b035bc7a0bd,1,37,,,,,16,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,37,FALSE,4,3,3,3,,,,,3.5,4,C2
aeb40631-b409-4f27-8baa-6b5e99fede2d,1,37,,,,,16,mature,poor,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,37,FALSE,4,3,3,3,,,,,3.5,4,C2
a2234092-5c24-48df-a4e0-e3e2481a685e,1,61.24,,,,,7,mature,fair,urban,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,61.2,FALSE,4,3,4,3,,,,,3.5,4,C2
4ed0ec57-74ec-44ad-b550-119dea64ec3e,1,45,,,,,17,mature,good,rural,oxfordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,45,FALSE,6,1,,6,,,,,3.5,6,C5
547962b2-24e5-4d78-a632-2866cdc87233,2,30,19,,,,13,mature,fair,urban,swansea,fraxinus excelsior,european ash,ash,fraxinus,excelsior,35.5,TRUE,5,1.5,5,2,,,,,3.5,5,C6
9b65edaa-ba3a-4d7c-ba1b-5778d189d7a8,1,21,,,,,13,mature,fair,urban,swansea,fraxinus excelsior,european ash,ash,fraxinus,excelsior,21,FALSE,1,5,5,2,,,,,3.5,5,C6
a2fbf3cf-00cc-4257-b424-a345ba4405ba,1,26,,,,,6,mature,fair,rural,wiltshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,26,FALSE,3.5,3.5,2.5,3.5,,,,,3.5,3.5,C6
34efc174-14c7-4d1a-afa9-b7446b6c5f33,1,30,,,,,9,mature,poor,rural,wiltshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,30,FALSE,3,3,4,3,,,,,3.5,4,C6
dbc2444a-167b-4d14-9d9c-4d0b01ce926a,1,65,,,,,12,mature,dead,rural,staffordshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,65,FALSE,2,5,3,3,,,,,3.5,5,C6
637e868c-8003-4833-b10c-9c2216a1c309,1,20,,,,,8,mature,good,rural,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,20,FALSE,3.5,3.5,3.5,3.5,,,,,3.5,3.5,C6
43c9147f-0a06-4fca-96e7-1ae089e3cef8,1,20,,,,,8,mature,good,rural,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,20,FALSE,3.5,3.5,3.5,3.5,,,,,3.5,3.5,C6
fc14be94-1c33-4e94-9141-ef064ff4b98f,1,33,,,,,10,mature,fair,urban,oxfordshire,platanus x hispanica,london plane,plane,platanus,hispanica,33,FALSE,5,2,4,3,,,,,3.5,5,C2
880c3d85-a265-41d0-9e89-9e33673ef373,1,10,,,,,9.5,mature,fair,urban,somerset,platanus x hispanica,london plane,plane,platanus,hispanica,10,FALSE,3,4,3,2.5,,,,,3.5,4,C6
5b41513c-0615-4ed9-9f24-5f9eb8f9e0fa,1,16,,,,,5.5,mature,good,urban,devon,platanus x hispanica,london plane,plane,platanus,hispanica,16,FALSE,4,3,3,4,,,,,3.5,4,C6
bd68077f-c0a6-49b8-951c-b2a37f6a06ea,1,35,,,,,20,mature,fair,urban,greater_london,platanus x hispanica,london plane,plane,platanus,hispanica,35,FALSE,3.5,3.7,2.9,3.7,,,,,3.6,3.7,C6
b2ddbce1-f653-487c-ab3c-e798b3192c85,1,70,,,,,10,mature,good,rural,berkshire,quercus robur,english oak,oak,quercus,robur,70,FALSE,4,3.5,3,3.5,,,,,3.8,4,C6
209c4b5c-191d-4645-8b39-6cc20a4a06d8,1,101,,,,,12,mature,,urban,greater_london,quercus robur,english oak,oak,quercus,robur,101,FALSE,2.5,2.5,4.5,3,,,,,3.8,4.5,C6
6ae77c3f-aabb-4261-ab8f-e0285a11313f,1,82,,,,,5,mature,poor,rural,cambridgeshire,fraxinus excelsior,european ash,ash,fraxinus,excelsior,82,FALSE,0,7.5,0,5,,,,,3.8,7.5,C5
71882fa2-f66c-460d-8557-85ec804ce583,1,25,,,,,6,mature,fair,urban,devon,fraxinus excelsior,european ash,ash,fraxinus,excelsior,25,FALSE,3.5,4,4,3,,,,,3.8,4,C6
2eb2993c-0a77-4c09-85a0-cd5a3cb62f97,1,12,,,,,9,mature,fair,urban,somerset,platanus x hispanica,london plane,plane,platanus,hispanica,12,FALSE,4,3.5,3.5,3.5,,,,,3.8,4,C6
01bc5aca-89e2-4052-8c70-d5d346d45a6d,1,13,,,,,10,mature,fair,urban,somerset,platanus x hispanica,london plane,plane,platanus,hispanica,13,FALSE,3,4,4.5,3,,,,,3.8,4.5,C6
8b0ea1e8-3676-4d66-8c78-53b01039357a,1,95,,,,,13,mature,poor,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,95,FALSE,3,4,4,4,,,,,4,4,C1
6ec24082-f966-4237-ab12-e61ebea46406,1,68,,,,,16,mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,68,FALSE,2,6,3,3,,,,,4,6,C2
a58c32f0-44bc-4773-bb68-76941b8391a8,1,50,,,,,16,mature,fair,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,50,FALSE,0,6,4,4,,,,,4,6,C2
5df3e8da-528c-4547-a22c-4a8e44d3e6a0,1,36.8,,,,,10,mature,good,urban,oxfordshire,quercus robur,english oak,oak,quercus,robur,36.8,FALSE,3,5,3,3,,,,,4,5,C2
a8956a5d-4207-4e9b-95ac-deaaa90834ef,1,55,,,,,18,mature,fair,rural,greater_london,quercus robur,english oak,oak,quercus,robur,55,FALSE,,,,,2,6,3,5,4,6,C4
02abf6a6-cd93-4fb9-b30d-f3d1fd58c701,1,90,,,,,12,mature,fair,rural,devon,quercus robur,english oak,oak,quercus,robur,90,FALSE,4,4,4,4,,,,,4,4,C6
dcff3e08-32be-4571-aea6-aa6995b07921,1,62,,,,,11,mature,good,rural,berkshire,quercus robur,english oak,oak,quercus,robur,62,FALSE,4,4,4,4,,,,,4,4,C6
ea3e2ac0-10fc-424b-88b9-9fdb5cccaf9d,1,100,,,,,15.5,mature,dead,rural,berkshire,quercus robur,english oak,oak,quercus,robur,100,FALSE,4,4,4,4,,,,,4,4,C6
1218f974-a6e2-4498-8111-f1243e750d9d,1,28,,,,,8,mature,good,urban,devon,quercus robur,english oak,oak,quercus,robur,28,FALSE,3,5,3,4,,,,,4,5,C6
cf8535ea-f278-416d-a14d-889f65687958,1,61,,,,,12,mature,fair,rural,lanarkshire,quercus robur,english oak,oak,quercus,robur,61,FALSE,2,6,2.5,4.5,,,,,4,6,C6
9a045eb0-797c-43d7-9a63-03c01594e8b5,1,40,,,,,10,mature,good,rural,cornwall,quercus robur,english oak,oak,quercus,robur,40,FALSE,4,4,4,3,,,,,4,4,C6
df7b896a-f3c2-40e3-bdc2-074034da26f7,1,36,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,36,FALSE,4,4,4,4,,,,,4,4,C6
6f899449-aec7-4fef-9a87-899855cbb916,1,47,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,47,FALSE,4,4,4,4,,,,,4,4,C6
0ee90da7-baa2-4687-9ccb-08d28de8d9ca,1,36,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,36,FALSE,4,4,4,4,,,,,4,4,C6
f1753f75-7e8a-414a-b289-836dc32fb427,1,40,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,40,FALSE,4,4,4,4,,,,,4,4,C6
10b86d38-0e8c-4cb3-9957-e04499c090c8,1,40,,,,,20,mature,good,urban,greater_london,quercus robur,english oak,oak,quercus,robur,40,FALSE,4,4,4,4,,,,,4,4,C6
