typology,stat,time,with_trees_avg,without_trees_avg,with_trees_std,without_trees_std
historisch,mean,overall,35.56295772222222,39.39394405555555,1.1103356867137164,1.6634717632958023
tuindorp,mean,overall,38.79994338888889,44.95180916666667,2.4050513685107293,1.2074392183676992
vinex,mean,overall,39.81669405555556,45.90241316666667,1.4118359861865823,1.3142103741847535
volkswijk,mean,overall,36.874310722222226,41.87073388888889,1.2428480453428044,1.3504962105928404
bloemkool,mean,overall,38.44278861111111,46.37658288888889,1.3989705960769925,1.3709484251589934
stedelijk,mean,overall,34.5178815,40.63718075,0.27979920010270576,0.9603094114762504
historisch,median,overall,33.916058666666665,38.88814788888889,1.292831725957129,2.105888938302486
tuindorp,median,overall,38.506561277777784,46.71408394444444,3.2035874384135723,2.550682683526384
vinex,median,overall,39.957431500000006,47.53362855555556,1.6889011787606192,2.657306748761025
volkswijk,median,overall,36.32376177777778,42.799751388888886,1.6433983829881165,2.4526177277098458
bloemkool,median,overall,38.11764483333334,48.5141245,2.1360391531840794,1.8503658791010276
stedelijk,median,overall,32.72546466666667,40.73921683333334,0.32565904195174217,1.0654791867020732
historisch,min,overall,25.151797277777774,25.24112438888889,0.21913959542291625,0.21584382724533638
tuindorp,min,overall,25.18668811111111,25.207467833333336,0.22443861090405373,0.212551531399798
vinex,min,overall,25.173966555555555,25.230116944444447,0.2108227796010472,0.19752723707914077
volkswijk,min,overall,25.09267216666667,25.16586538888889,0.20568199789691757,0.20744540517243257
bloemkool,min,overall,25.070932055555556,25.226144,0.26342086406262727,0.24353732324306165
stedelijk,min,overall,24.885118916666666,25.064750666666665,0.16516021198287745,0.023301758512489935
historisch,max,overall,56.298316944444444,56.496571888888894,1.320050940738412,1.2475779967316594
tuindorp,max,overall,55.90451294444444,56.37621922222221,1.7049684443241722,1.4114922246549184
vinex,max,overall,56.2562805,56.61225816666667,1.3847489651588927,1.1781429827260743
volkswijk,max,overall,55.29073566666667,55.97146994444444,1.6956018435139268,1.289254133193346
bloemkool,max,overall,56.42758372222222,56.67223972222221,1.3307267289230729,1.1725398753659235
stedelijk,max,overall,54.91324325,55.41206933333334,0.22855969419588773,0.2582479440954486
