typology,stat,time,with_trees_avg,without_trees_avg,with_trees_std,without_trees_std
bloemkool,mean,overall,50.54661899999999,54.53882488888888,1.1107241225165534,0.6653685105267142
stedelijk,mean,overall,46.069094500000006,49.69389925000001,0.423878646100677,0.902509424349737
historisch,median,overall,45.27951233333334,47.95049605555556,1.4133424998210156,1.9999919141328826
tuindorp,median,overall,52.178457333333334,55.30640277777778,1.4268894883758982,1.4884585855550758
vinex,median,overall,53.102439944444434,55.561943444444445,1.0929852141568939,1.0016000423030669
volkswijk,median,overall,48.83965533333333,51.47346105555556,2.1735653366620578,2.295691781428955
bloemkool,median,overall,52.017036166666664,56.341851,1.3021395115462198,0.47428002351582244
stedelijk,median,overall,45.66411133333333,49.603500999999994,0.3667877407099078,1.0152310782832097
historisch,min,overall,31.86943961111111,32.01667411111111,0.12168624207216243,0.06393996635623138
tuindorp,min,overall,31.970221499999997,32.0180985,0.09454154101269735,0.05741750887373951
vinex,min,overall,31.89474072222222,32.00727777777777,0.12479557692772007,0.05727006296852714
volkswijk,min,overall,31.859399666666665,31.998202000000003,0.10821116823332307,0.05092957681145857
bloemkool,min,overall,31.7985825,32.006552166666665,0.08615331233567873,0.0701296656432452
stedelijk,min,overall,31.794305999999995,31.999184666666668,0.10606322129583827,0.039669281255860826
historisch,max,overall,64.083266,64.27635111111111,0.311067486300743,0.2657728156793447
tuindorp,max,overall,63.78717561111112,64.1776415,0.39716161405039724,0.2895313121171445
vinex,max,overall,64.3250376111111,64.58705872222221,0.5205671204711894,0.48716579726765064
volkswijk,max,overall,63.69363622222223,64.2226165,0.5817362877658973,0.2438612878763403
bloemkool,max,overall,64.33883033333333,64.50762311111112,0.6408814898527585,0.5917543091842378
stedelijk,max,overall,63.99179675,64.29669324999999,0.27213251116415005,0.07503763220289673
