%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2023 213 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 85.00 16.60 101.60 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 86.00 16.00 101.60 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 88.00 15.40 101.60 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 89.00 15.00 101.60 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 90.00 14.70 101.56 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 91.00 14.50 101.53 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 89.00 15.40 101.52 -999.00 33.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 22.00 139.00 -999.00
2023 213 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 83.00 17.40 101.54 -999.00 129.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 60.00 316.00 -999.00
2023 213 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 75.00 19.30 101.54 -999.00 254.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 89.00 464.00 -999.00
2023 213 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 67.00 21.00 101.57 -999.00 401.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 109.00 582.00 -999.00
2023 213 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 62.00 22.60 101.56 -999.00 533.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 122.00 660.00 -999.00
2023 213 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 57.00 24.00 101.50 -999.00 641.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 134.00 708.00 -999.00
2023 213 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 53.00 24.90 101.50 -999.00 706.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 143.00 723.00 -999.00
2023 213 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 51.00 25.60 101.50 -999.00 718.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 149.00 718.00 -999.00
2023 213 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 49.00 26.10 101.49 -999.00 684.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 158.00 682.00 -999.00
2023 213 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 48.00 26.20 101.40 -999.00 612.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 152.00 628.00 -999.00
2023 213 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 48.00 26.20 101.40 -999.00 520.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 138.00 587.00 -999.00
2023 213 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 49.00 25.70 101.40 -999.00 404.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 118.00 524.00 -999.00
2023 213 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 52.00 25.00 101.33 -999.00 271.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 96.00 429.00 -999.00
2023 213 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 58.00 23.60 101.40 -999.00 156.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 70.00 304.00 -999.00
2023 213 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 65.00 21.80 101.40 -999.00 60.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 36.00 179.00 -999.00
2023 213 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 73.00 20.10 101.40 -999.00 5.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 5.00 0.00 -999.00
2023 213 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 78.00 19.10 101.40 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 81.00 18.30 101.40 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
