%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2023 213 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 83.00 16.20 101.60 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 85.00 15.60 101.60 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 86.00 15.20 101.60 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 87.00 14.90 101.60 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 88.00 14.80 101.50 -999.00 2.40 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 1.90 8.10 -999.00
2023 213 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 86.00 15.50 101.50 -999.00 36.50 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 21.00 138.00 -999.00
2023 213 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 81.00 17.30 101.50 -999.00 123.30 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 56.00 296.00 -999.00
2023 213 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 74.00 19.30 101.50 -999.00 245.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 92.00 418.00 -999.00
2023 213 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 67.00 21.20 101.50 -999.00 381.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 119.00 518.00 -999.00
2023 213 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 62.00 22.70 101.50 -999.00 511.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 138.00 594.00 -999.00
2023 213 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 56.00 24.10 101.50 -999.00 616.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 153.00 639.00 -999.00
2023 213 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 53.00 25.10 101.50 -999.00 678.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 164.00 654.00 -999.00
2023 213 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 50.00 25.80 101.50 -999.00 697.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 170.00 647.00 -999.00
2023 213 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 48.00 26.30 101.40 -999.00 673.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 173.00 625.00 -999.00
2023 213 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 48.00 26.40 101.40 -999.00 604.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 166.00 585.00 -999.00
2023 213 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 48.00 26.30 101.40 -999.00 509.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 151.70 541.00 -999.00
2023 213 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 50.00 25.80 101.40 -999.00 395.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 128.00 487.00 -999.00
2023 213 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 53.00 25.00 101.30 -999.00 267.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 402.00 -999.00
2023 213 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 58.00 23.60 101.40 -999.00 149.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 66.00 299.00 -999.00
2023 213 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 65.00 21.90 101.40 -999.00 57.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 31.00 171.00 -999.00
2023 213 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 72.00 20.20 101.40 -999.00 8.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 5.80 44.00 -999.00
2023 213 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 76.00 19.10 101.40 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 5.00 0.00 -999.00
2023 213 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 79.00 18.30 101.40 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
2023 213 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00000 82.00 16.70 101.60 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
