bounds,GT_AHNSUB
"(122000, 492500, 123000, 493750)",25EZ1_03
"(123000, 492500, 124000, 493750)",25EZ1_04
"(124000, 492500, 125000, 493750)",25EZ1_05
"(120000, 491250, 121000, 492500)",25EZ1_06
"(121000, 491250, 122000, 492500)",25EZ1_07
"(122000, 491250, 123000, 492500)",25EZ1_08
"(123000, 491250, 124000, 492500)",25EZ1_09
"(124000, 491250, 125000, 492500)",25EZ1_10
"(120000, 490000, 121000, 491250)",25EZ1_11
"(121000, 490000, 122000, 491250)",25EZ1_12
"(122000, 490000, 123000, 491250)",25EZ1_13
"(123000, 490000, 124000, 491250)",25EZ1_14
"(124000, 490000, 125000, 491250)",25EZ1_15
"(120000, 488750, 121000, 490000)",25EZ1_16
"(121000, 488750, 122000, 490000)",25EZ1_17
"(122000, 488750, 123000, 490000)",25EZ1_18
"(123000, 488750, 124000, 490000)",25EZ1_19
"(124000, 488750, 125000, 490000)",25EZ1_20
"(120000, 487500, 121000, 488750)",25EZ1_21
"(121000, 487500, 122000, 488750)",25EZ1_22
"(122000, 487500, 123000, 488750)",25EZ1_23
"(123000, 487500, 124000, 488750)",25EZ1_24
"(124000, 487500, 125000, 488750)",25EZ1_25
"(120000, 467500, 121000, 468750)",31EZ1_01
"(121000, 467500, 122000, 468750)",31EZ1_02
"(122000, 467500, 123000, 468750)",31EZ1_03
"(123000, 467500, 124000, 468750)",31EZ1_04
"(124000, 467500, 125000, 468750)",31EZ1_05
"(120000, 466250, 121000, 467500)",31EZ1_06
"(121000, 466250, 122000, 467500)",31EZ1_07
"(122000, 466250, 123000, 467500)",31EZ1_08
"(123000, 466250, 124000, 467500)",31EZ1_09
"(124000, 466250, 125000, 467500)",31EZ1_10
"(120000, 465000, 121000, 466250)",31EZ1_11
"(121000, 465000, 122000, 466250)",31EZ1_12
"(122000, 465000, 123000, 466250)",31EZ1_13
"(123000, 465000, 124000, 466250)",31EZ1_14
"(124000, 465000, 125000, 466250)",31EZ1_15
"(120000, 463750, 121000, 465000)",31EZ1_16
"(121000, 463750, 122000, 465000)",31EZ1_17
"(122000, 463750, 123000, 465000)",31EZ1_18
"(123000, 463750, 124000, 465000)",31EZ1_19
"(124000, 463750, 125000, 465000)",31EZ1_20
"(120000, 462500, 121000, 463750)",31EZ1_21
"(121000, 462500, 122000, 463750)",31EZ1_22
"(122000, 462500, 123000, 463750)",31EZ1_23
"(123000, 462500, 124000, 463750)",31EZ1_24
"(124000, 462500, 125000, 463750)",31EZ1_25
"(120000, 442500, 121000, 443750)",38EZ1_01
"(121000, 442500, 122000, 443750)",38EZ1_02
"(122000, 442500, 123000, 443750)",38EZ1_03
"(123000, 442500, 124000, 443750)",38EZ1_04
"(124000, 442500, 125000, 443750)",38EZ1_05
"(120000, 441250, 121000, 442500)",38EZ1_06
"(121000, 441250, 122000, 442500)",38EZ1_07
"(122000, 441250, 123000, 442500)",38EZ1_08
"(123000, 441250, 124000, 442500)",38EZ1_09
"(124000, 441250, 125000, 442500)",38EZ1_10
"(120000, 440000, 121000, 441250)",38EZ1_11
"(121000, 440000, 122000, 441250)",38EZ1_12
"(122000, 440000, 123000, 441250)",38EZ1_13
"(123000, 440000, 124000, 441250)",38EZ1_14
"(124000, 440000, 125000, 441250)",38EZ1_15
"(120000, 438750, 121000, 440000)",38EZ1_16
"(121000, 438750, 122000, 440000)",38EZ1_17
"(122000, 438750, 123000, 440000)",38EZ1_18
"(123000, 438750, 124000, 440000)",38EZ1_19
"(124000, 438750, 125000, 440000)",38EZ1_20
"(120000, 437500, 121000, 438750)",38EZ1_21
"(121000, 437500, 122000, 438750)",38EZ1_22
"(122000, 437500, 123000, 438750)",38EZ1_23
"(123000, 437500, 124000, 438750)",38EZ1_24
"(124000, 437500, 125000, 438750)",38EZ1_25
"(120000, 417500, 121000, 418750)",44EZ1_01
"(121000, 417500, 122000, 418750)",44EZ1_02
"(122000, 417500, 123000, 418750)",44EZ1_03
"(123000, 417500, 124000, 418750)",44EZ1_04
"(124000, 417500, 125000, 418750)",44EZ1_05
"(120000, 416250, 121000, 417500)",44EZ1_06
"(121000, 416250, 122000, 417500)",44EZ1_07
"(122000, 416250, 123000, 417500)",44EZ1_08
"(123000, 416250, 124000, 417500)",44EZ1_09
"(124000, 416250, 125000, 417500)",44EZ1_10
"(120000, 415000, 121000, 416250)",44EZ1_11
"(121000, 415000, 122000, 416250)",44EZ1_12
"(122000, 415000, 123000, 416250)",44EZ1_13
"(123000, 415000, 124000, 416250)",44EZ1_14
"(124000, 415000, 125000, 416250)",44EZ1_15
"(120000, 413750, 121000, 415000)",44EZ1_16
"(121000, 413750, 122000, 415000)",44EZ1_17
"(122000, 413750, 123000, 415000)",44EZ1_18
"(123000, 413750, 124000, 415000)",44EZ1_19
"(124000, 413750, 125000, 415000)",44EZ1_20
"(120000, 412500, 121000, 413750)",44EZ1_21
"(121000, 412500, 122000, 413750)",44EZ1_22
"(122000, 412500, 123000, 413750)",44EZ1_23
"(123000, 412500, 124000, 413750)",44EZ1_24
"(124000, 412500, 125000, 413750)",44EZ1_25
"(120000, 392500, 121000, 393750)",50EZ1_01
"(121000, 392500, 122000, 393750)",50EZ1_02
"(122000, 392500, 123000, 393750)",50EZ1_03
"(123000, 392500, 124000, 393750)",50EZ1_04
"(124000, 392500, 125000, 393750)",50EZ1_05
"(120000, 391250, 121000, 392500)",50EZ1_06
"(121000, 391250, 122000, 392500)",50EZ1_07
"(122000, 391250, 123000, 392500)",50EZ1_08
"(123000, 391250, 124000, 392500)",50EZ1_09
"(124000, 391250, 125000, 392500)",50EZ1_10
"(120000, 390000, 121000, 391250)",50EZ1_11
"(121000, 390000, 122000, 391250)",50EZ1_12
"(122000, 390000, 123000, 391250)",50EZ1_13
"(123000, 390000, 124000, 391250)",50EZ1_14
"(124000, 390000, 125000, 391250)",50EZ1_15
"(120000, 388750, 121000, 390000)",50EZ1_16
"(121000, 388750, 122000, 390000)",50EZ1_17
"(122000, 388750, 123000, 390000)",50EZ1_18
"(123000, 388750, 124000, 390000)",50EZ1_19
"(124000, 388750, 125000, 390000)",50EZ1_20
"(120000, 387500, 121000, 388750)",50EZ1_21
"(121000, 387500, 122000, 388750)",50EZ1_22
"(122000, 387500, 123000, 388750)",50EZ1_23
"(123000, 387500, 124000, 388750)",50EZ1_24
"(124000, 387500, 125000, 388750)",50EZ1_25
"(120000, 367500, 121000, 368750)",56EZ1_01
"(121000, 367500, 122000, 368750)",56EZ1_02
"(122000, 367500, 123000, 368750)",56EZ1_03
"(123000, 367500, 124000, 368750)",56EZ1_04
"(124000, 367500, 125000, 368750)",56EZ1_05
"(120000, 366250, 121000, 367500)",56EZ1_06
"(121000, 366250, 122000, 367500)",56EZ1_07
"(122000, 366250, 123000, 367500)",56EZ1_08
"(123000, 366250, 124000, 367500)",56EZ1_09
"(124000, 366250, 125000, 367500)",56EZ1_10
"(120000, 365000, 121000, 366250)",56EZ1_11
"(121000, 365000, 122000, 366250)",56EZ1_12
"(122000, 365000, 123000, 366250)",56EZ1_13
"(123000, 365000, 124000, 366250)",56EZ1_14
"(124000, 365000, 125000, 366250)",56EZ1_15
"(120000, 363750, 121000, 365000)",56EZ1_16
"(121000, 363750, 122000, 365000)",56EZ1_17
"(122000, 363750, 123000, 365000)",56EZ1_18
"(123000, 363750, 124000, 365000)",56EZ1_19
"(124000, 363750, 125000, 365000)",56EZ1_20
"(120000, 362500, 121000, 363750)",56EZ1_21
"(121000, 362500, 122000, 363750)",56EZ1_22
"(122000, 362500, 123000, 363750)",56EZ1_23
"(123000, 362500, 124000, 363750)",56EZ1_24
"(124000, 362500, 125000, 363750)",56EZ1_25
"(140000, 592500, 141000, 593750)",05AZ1_01
"(141000, 592500, 142000, 593750)",05AZ1_02
"(142000, 592500, 143000, 593750)",05AZ1_03
"(143000, 592500, 144000, 593750)",05AZ1_04
"(144000, 592500, 145000, 593750)",05AZ1_05
"(140000, 591250, 141000, 592500)",05AZ1_06
"(141000, 591250, 142000, 592500)",05AZ1_07
"(142000, 591250, 143000, 592500)",05AZ1_08
"(143000, 591250, 144000, 592500)",05AZ1_09
"(144000, 591250, 145000, 592500)",05AZ1_10
"(140000, 590000, 141000, 591250)",05AZ1_11
"(141000, 590000, 142000, 591250)",05AZ1_12
"(142000, 590000, 143000, 591250)",05AZ1_13
"(143000, 590000, 144000, 591250)",05AZ1_14
"(144000, 590000, 145000, 591250)",05AZ1_15
"(140000, 588750, 141000, 590000)",05AZ1_16
"(141000, 588750, 142000, 590000)",05AZ1_17
"(142000, 588750, 143000, 590000)",05AZ1_18
"(143000, 588750, 144000, 590000)",05AZ1_19
"(144000, 588750, 145000, 590000)",05AZ1_20
"(140000, 587500, 141000, 588750)",05AZ1_21
"(141000, 587500, 142000, 588750)",05AZ1_22
"(142000, 587500, 143000, 588750)",05AZ1_23
"(143000, 587500, 144000, 588750)",05AZ1_24
"(144000, 587500, 145000, 588750)",05AZ1_25
"(140000, 567500, 141000, 568750)",10AZ1_01
"(141000, 567500, 142000, 568750)",10AZ1_02
"(142000, 567500, 143000, 568750)",10AZ1_03
"(143000, 567500, 144000, 568750)",10AZ1_04
"(144000, 567500, 145000, 568750)",10AZ1_05
"(140000, 566250, 141000, 567500)",10AZ1_06
"(141000, 566250, 142000, 567500)",10AZ1_07
"(142000, 566250, 143000, 567500)",10AZ1_08
"(143000, 566250, 144000, 567500)",10AZ1_09
"(144000, 566250, 145000, 567500)",10AZ1_10
"(140000, 565000, 141000, 566250)",10AZ1_11
"(141000, 565000, 142000, 566250)",10AZ1_12
"(142000, 565000, 143000, 566250)",10AZ1_13
"(143000, 565000, 144000, 566250)",10AZ1_14
"(144000, 565000, 145000, 566250)",10AZ1_15
"(140000, 563750, 141000, 565000)",10AZ1_16
"(141000, 563750, 142000, 565000)",10AZ1_17
"(142000, 563750, 143000, 565000)",10AZ1_18
"(143000, 563750, 144000, 565000)",10AZ1_19
"(144000, 563750, 145000, 565000)",10AZ1_20
"(140000, 562500, 141000, 563750)",10AZ1_21
"(141000, 562500, 142000, 563750)",10AZ1_22
"(142000, 562500, 143000, 563750)",10AZ1_23
"(143000, 562500, 144000, 563750)",10AZ1_24
"(144000, 562500, 145000, 563750)",10AZ1_25
"(140000, 542500, 141000, 543750)",15AZ1_01
"(141000, 542500, 142000, 543750)",15AZ1_02
"(142000, 542500, 143000, 543750)",15AZ1_03
"(143000, 542500, 144000, 543750)",15AZ1_04
"(144000, 542500, 145000, 543750)",15AZ1_05
"(140000, 541250, 141000, 542500)",15AZ1_06
"(141000, 541250, 142000, 542500)",15AZ1_07
"(142000, 541250, 143000, 542500)",15AZ1_08
"(143000, 541250, 144000, 542500)",15AZ1_09
"(144000, 541250, 145000, 542500)",15AZ1_10
"(140000, 540000, 141000, 541250)",15AZ1_11
"(141000, 540000, 142000, 541250)",15AZ1_12
"(142000, 540000, 143000, 541250)",15AZ1_13
"(143000, 540000, 144000, 541250)",15AZ1_14
"(144000, 540000, 145000, 541250)",15AZ1_15
"(140000, 538750, 141000, 540000)",15AZ1_16
"(141000, 538750, 142000, 540000)",15AZ1_17
"(142000, 538750, 143000, 540000)",15AZ1_18
"(143000, 538750, 144000, 540000)",15AZ1_19
"(144000, 538750, 145000, 540000)",15AZ1_20
"(140000, 537500, 141000, 538750)",15AZ1_21
"(141000, 537500, 142000, 538750)",15AZ1_22
"(142000, 537500, 143000, 538750)",15AZ1_23
"(143000, 537500, 144000, 538750)",15AZ1_24
"(144000, 537500, 145000, 538750)",15AZ1_25
"(140000, 517500, 141000, 518750)",20AZ1_01
"(141000, 517500, 142000, 518750)",20AZ1_02
"(142000, 517500, 143000, 518750)",20AZ1_03
"(143000, 517500, 144000, 518750)",20AZ1_04
"(144000, 517500, 145000, 518750)",20AZ1_05
"(140000, 516250, 141000, 517500)",20AZ1_06
"(141000, 516250, 142000, 517500)",20AZ1_07
"(142000, 516250, 143000, 517500)",20AZ1_08
"(143000, 516250, 144000, 517500)",20AZ1_09
"(144000, 516250, 145000, 517500)",20AZ1_10
"(140000, 515000, 141000, 516250)",20AZ1_11
"(141000, 515000, 142000, 516250)",20AZ1_12
"(142000, 515000, 143000, 516250)",20AZ1_13
"(143000, 515000, 144000, 516250)",20AZ1_14
"(144000, 515000, 145000, 516250)",20AZ1_15
"(140000, 513750, 141000, 515000)",20AZ1_16
"(141000, 513750, 142000, 515000)",20AZ1_17
"(142000, 513750, 143000, 515000)",20AZ1_18
"(143000, 513750, 144000, 515000)",20AZ1_19
"(144000, 513750, 145000, 515000)",20AZ1_20
"(140000, 512500, 141000, 513750)",20AZ1_21
"(141000, 512500, 142000, 513750)",20AZ1_22
"(142000, 512500, 143000, 513750)",20AZ1_23
"(143000, 512500, 144000, 513750)",20AZ1_24
"(144000, 512500, 145000, 513750)",20AZ1_25
"(140000, 492500, 141000, 493750)",26AZ1_01
"(141000, 492500, 142000, 493750)",26AZ1_02
"(142000, 492500, 143000, 493750)",26AZ1_03
"(143000, 492500, 144000, 493750)",26AZ1_04
"(144000, 492500, 145000, 493750)",26AZ1_05
"(140000, 491250, 141000, 492500)",26AZ1_06
"(141000, 491250, 142000, 492500)",26AZ1_07
"(142000, 491250, 143000, 492500)",26AZ1_08
"(143000, 491250, 144000, 492500)",26AZ1_09
"(144000, 491250, 145000, 492500)",26AZ1_10
"(140000, 490000, 141000, 491250)",26AZ1_11
"(141000, 490000, 142000, 491250)",26AZ1_12
"(142000, 490000, 143000, 491250)",26AZ1_13
"(143000, 490000, 144000, 491250)",26AZ1_14
"(144000, 490000, 145000, 491250)",26AZ1_15
"(140000, 488750, 141000, 490000)",26AZ1_16
"(141000, 488750, 142000, 490000)",26AZ1_17
"(142000, 488750, 143000, 490000)",26AZ1_18
"(143000, 488750, 144000, 490000)",26AZ1_19
"(144000, 488750, 145000, 490000)",26AZ1_20
"(140000, 487500, 141000, 488750)",26AZ1_21
"(141000, 487500, 142000, 488750)",26AZ1_22
"(142000, 487500, 143000, 488750)",26AZ1_23
"(143000, 487500, 144000, 488750)",26AZ1_24
"(144000, 487500, 145000, 488750)",26AZ1_25
"(140000, 467500, 141000, 468750)",32AZ1_01
"(141000, 467500, 142000, 468750)",32AZ1_02
"(142000, 467500, 143000, 468750)",32AZ1_03
"(143000, 467500, 144000, 468750)",32AZ1_04
"(144000, 467500, 145000, 468750)",32AZ1_05
"(140000, 466250, 141000, 467500)",32AZ1_06
"(141000, 466250, 142000, 467500)",32AZ1_07
"(142000, 466250, 143000, 467500)",32AZ1_08
"(143000, 466250, 144000, 467500)",32AZ1_09
"(144000, 466250, 145000, 467500)",32AZ1_10
"(140000, 465000, 141000, 466250)",32AZ1_11
"(141000, 465000, 142000, 466250)",32AZ1_12
"(142000, 465000, 143000, 466250)",32AZ1_13
"(143000, 465000, 144000, 466250)",32AZ1_14
"(144000, 465000, 145000, 466250)",32AZ1_15
"(140000, 463750, 141000, 465000)",32AZ1_16
"(141000, 463750, 142000, 465000)",32AZ1_17
"(142000, 463750, 143000, 465000)",32AZ1_18
"(143000, 463750, 144000, 465000)",32AZ1_19
"(144000, 463750, 145000, 465000)",32AZ1_20
"(140000, 462500, 141000, 463750)",32AZ1_21
"(141000, 462500, 142000, 463750)",32AZ1_22
"(142000, 462500, 143000, 463750)",32AZ1_23
"(143000, 462500, 144000, 463750)",32AZ1_24
"(144000, 462500, 145000, 463750)",32AZ1_25
"(140000, 442500, 141000, 443750)",39AZ1_01
"(141000, 442500, 142000, 443750)",39AZ1_02
"(142000, 442500, 143000, 443750)",39AZ1_03
"(143000, 442500, 144000, 443750)",39AZ1_04
"(144000, 442500, 145000, 443750)",39AZ1_05
"(140000, 441250, 141000, 442500)",39AZ1_06
"(141000, 441250, 142000, 442500)",39AZ1_07
"(142000, 441250, 143000, 442500)",39AZ1_08
"(143000, 441250, 144000, 442500)",39AZ1_09
"(144000, 441250, 145000, 442500)",39AZ1_10
"(140000, 440000, 141000, 441250)",39AZ1_11
"(141000, 440000, 142000, 441250)",39AZ1_12
"(142000, 440000, 143000, 441250)",39AZ1_13
"(143000, 440000, 144000, 441250)",39AZ1_14
"(144000, 440000, 145000, 441250)",39AZ1_15
"(140000, 438750, 141000, 440000)",39AZ1_16
"(141000, 438750, 142000, 440000)",39AZ1_17
"(142000, 438750, 143000, 440000)",39AZ1_18
"(143000, 438750, 144000, 440000)",39AZ1_19
"(144000, 438750, 145000, 440000)",39AZ1_20
"(140000, 437500, 141000, 438750)",39AZ1_21
"(141000, 437500, 142000, 438750)",39AZ1_22
"(142000, 437500, 143000, 438750)",39AZ1_23
"(143000, 437500, 144000, 438750)",39AZ1_24
"(144000, 437500, 145000, 438750)",39AZ1_25
"(140000, 417500, 141000, 418750)",45AZ1_01
"(141000, 417500, 142000, 418750)",45AZ1_02
"(142000, 417500, 143000, 418750)",45AZ1_03
"(143000, 417500, 144000, 418750)",45AZ1_04
"(144000, 417500, 145000, 418750)",45AZ1_05
"(140000, 416250, 141000, 417500)",45AZ1_06
"(141000, 416250, 142000, 417500)",45AZ1_07
"(142000, 416250, 143000, 417500)",45AZ1_08
"(143000, 416250, 144000, 417500)",45AZ1_09
"(144000, 416250, 145000, 417500)",45AZ1_10
"(140000, 415000, 141000, 416250)",45AZ1_11
"(141000, 415000, 142000, 416250)",45AZ1_12
"(142000, 415000, 143000, 416250)",45AZ1_13
"(143000, 415000, 144000, 416250)",45AZ1_14
"(144000, 415000, 145000, 416250)",45AZ1_15
"(140000, 413750, 141000, 415000)",45AZ1_16
"(141000, 413750, 142000, 415000)",45AZ1_17
"(142000, 413750, 143000, 415000)",45AZ1_18
"(143000, 413750, 144000, 415000)",45AZ1_19
"(144000, 413750, 145000, 415000)",45AZ1_20
"(140000, 412500, 141000, 413750)",45AZ1_21
"(141000, 412500, 142000, 413750)",45AZ1_22
"(142000, 412500, 143000, 413750)",45AZ1_23
"(143000, 412500, 144000, 413750)",45AZ1_24
"(144000, 412500, 145000, 413750)",45AZ1_25
"(140000, 392500, 141000, 393750)",51AZ1_01
"(141000, 392500, 142000, 393750)",51AZ1_02
"(142000, 392500, 143000, 393750)",51AZ1_03
"(143000, 392500, 144000, 393750)",51AZ1_04
"(144000, 392500, 145000, 393750)",51AZ1_05
"(140000, 391250, 141000, 392500)",51AZ1_06
"(141000, 391250, 142000, 392500)",51AZ1_07
"(142000, 391250, 143000, 392500)",51AZ1_08
"(143000, 391250, 144000, 392500)",51AZ1_09
"(144000, 391250, 145000, 392500)",51AZ1_10
"(140000, 390000, 141000, 391250)",51AZ1_11
"(141000, 390000, 142000, 391250)",51AZ1_12
"(142000, 390000, 143000, 391250)",51AZ1_13
"(143000, 390000, 144000, 391250)",51AZ1_14
"(144000, 390000, 145000, 391250)",51AZ1_15
"(140000, 388750, 141000, 390000)",51AZ1_16
"(141000, 388750, 142000, 390000)",51AZ1_17
"(142000, 388750, 143000, 390000)",51AZ1_18
"(143000, 388750, 144000, 390000)",51AZ1_19
"(144000, 388750, 145000, 390000)",51AZ1_20
"(140000, 387500, 141000, 388750)",51AZ1_21
"(141000, 387500, 142000, 388750)",51AZ1_22
"(142000, 387500, 143000, 388750)",51AZ1_23
"(143000, 387500, 144000, 388750)",51AZ1_24
"(144000, 387500, 145000, 388750)",51AZ1_25
"(140000, 367500, 141000, 368750)",57AZ1_01
"(141000, 367500, 142000, 368750)",57AZ1_02
"(142000, 367500, 143000, 368750)",57AZ1_03
"(143000, 367500, 144000, 368750)",57AZ1_04
"(144000, 367500, 145000, 368750)",57AZ1_05
"(140000, 366250, 141000, 367500)",57AZ1_06
"(141000, 366250, 142000, 367500)",57AZ1_07
"(142000, 366250, 143000, 367500)",57AZ1_08
"(143000, 366250, 144000, 367500)",57AZ1_09
"(144000, 366250, 145000, 367500)",57AZ1_10
"(140000, 365000, 141000, 366250)",57AZ1_11
"(141000, 365000, 142000, 366250)",57AZ1_12
"(142000, 365000, 143000, 366250)",57AZ1_13
"(143000, 365000, 144000, 366250)",57AZ1_14
"(144000, 365000, 145000, 366250)",57AZ1_15
"(140000, 363750, 141000, 365000)",57AZ1_16
"(141000, 363750, 142000, 365000)",57AZ1_17
"(142000, 363750, 143000, 365000)",57AZ1_18
"(143000, 363750, 144000, 365000)",57AZ1_19
"(144000, 363750, 145000, 365000)",57AZ1_20
"(140000, 362500, 141000, 363750)",57AZ1_21
"(141000, 362500, 142000, 363750)",57AZ1_22
"(142000, 362500, 143000, 363750)",57AZ1_23
"(143000, 362500, 144000, 363750)",57AZ1_24
"(144000, 362500, 145000, 363750)",57AZ1_25
"(160000, 592500, 161000, 593750)",05EZ1_01
"(161000, 592500, 162000, 593750)",05EZ1_02
"(162000, 592500, 163000, 593750)",05EZ1_03
"(163000, 592500, 164000, 593750)",05EZ1_04
"(164000, 592500, 165000, 593750)",05EZ1_05
"(160000, 591250, 161000, 592500)",05EZ1_06
"(161000, 591250, 162000, 592500)",05EZ1_07
"(162000, 591250, 163000, 592500)",05EZ1_08
"(163000, 591250, 164000, 592500)",05EZ1_09
"(164000, 591250, 165000, 592500)",05EZ1_10
"(160000, 590000, 161000, 591250)",05EZ1_11
"(161000, 590000, 162000, 591250)",05EZ1_12
"(162000, 590000, 163000, 591250)",05EZ1_13
"(163000, 590000, 164000, 591250)",05EZ1_14
"(164000, 590000, 165000, 591250)",05EZ1_15
"(160000, 588750, 161000, 590000)",05EZ1_16
"(161000, 588750, 162000, 590000)",05EZ1_17
"(162000, 588750, 163000, 590000)",05EZ1_18
"(163000, 588750, 164000, 590000)",05EZ1_19
"(164000, 588750, 165000, 590000)",05EZ1_20
"(160000, 587500, 161000, 588750)",05EZ1_21
"(161000, 587500, 162000, 588750)",05EZ1_22
"(162000, 587500, 163000, 588750)",05EZ1_23
"(163000, 587500, 164000, 588750)",05EZ1_24
"(164000, 587500, 165000, 588750)",05EZ1_25
"(160000, 567500, 161000, 568750)",10EZ1_01
"(161000, 567500, 162000, 568750)",10EZ1_02
"(162000, 567500, 163000, 568750)",10EZ1_03
"(163000, 567500, 164000, 568750)",10EZ1_04
"(164000, 567500, 165000, 568750)",10EZ1_05
"(160000, 566250, 161000, 567500)",10EZ1_06
"(161000, 566250, 162000, 567500)",10EZ1_07
"(162000, 566250, 163000, 567500)",10EZ1_08
"(163000, 566250, 164000, 567500)",10EZ1_09
"(164000, 566250, 165000, 567500)",10EZ1_10
"(160000, 565000, 161000, 566250)",10EZ1_11
"(161000, 565000, 162000, 566250)",10EZ1_12
"(162000, 565000, 163000, 566250)",10EZ1_13
"(163000, 565000, 164000, 566250)",10EZ1_14
"(164000, 565000, 165000, 566250)",10EZ1_15
"(160000, 563750, 161000, 565000)",10EZ1_16
"(161000, 563750, 162000, 565000)",10EZ1_17
"(162000, 563750, 163000, 565000)",10EZ1_18
"(163000, 563750, 164000, 565000)",10EZ1_19
"(164000, 563750, 165000, 565000)",10EZ1_20
"(160000, 562500, 161000, 563750)",10EZ1_21
"(161000, 562500, 162000, 563750)",10EZ1_22
"(162000, 562500, 163000, 563750)",10EZ1_23
"(163000, 562500, 164000, 563750)",10EZ1_24
"(164000, 562500, 165000, 563750)",10EZ1_25
"(160000, 542500, 161000, 543750)",15EZ1_01
"(161000, 542500, 162000, 543750)",15EZ1_02
"(162000, 542500, 163000, 543750)",15EZ1_03
"(163000, 542500, 164000, 543750)",15EZ1_04
"(164000, 542500, 165000, 543750)",15EZ1_05
"(160000, 541250, 161000, 542500)",15EZ1_06
"(161000, 541250, 162000, 542500)",15EZ1_07
"(162000, 541250, 163000, 542500)",15EZ1_08
"(163000, 541250, 164000, 542500)",15EZ1_09
"(164000, 541250, 165000, 542500)",15EZ1_10
"(160000, 540000, 161000, 541250)",15EZ1_11
"(161000, 540000, 162000, 541250)",15EZ1_12
"(162000, 540000, 163000, 541250)",15EZ1_13
"(163000, 540000, 164000, 541250)",15EZ1_14
"(164000, 540000, 165000, 541250)",15EZ1_15
"(160000, 538750, 161000, 540000)",15EZ1_16
"(161000, 538750, 162000, 540000)",15EZ1_17
"(162000, 538750, 163000, 540000)",15EZ1_18
"(163000, 538750, 164000, 540000)",15EZ1_19
"(164000, 538750, 165000, 540000)",15EZ1_20
"(160000, 537500, 161000, 538750)",15EZ1_21
"(161000, 537500, 162000, 538750)",15EZ1_22
"(162000, 537500, 163000, 538750)",15EZ1_23
"(163000, 537500, 164000, 538750)",15EZ1_24
"(164000, 537500, 165000, 538750)",15EZ1_25
"(160000, 517500, 161000, 518750)",20EZ1_01
"(161000, 517500, 162000, 518750)",20EZ1_02
"(162000, 517500, 163000, 518750)",20EZ1_03
"(163000, 517500, 164000, 518750)",20EZ1_04
"(164000, 517500, 165000, 518750)",20EZ1_05
"(160000, 516250, 161000, 517500)",20EZ1_06
"(161000, 516250, 162000, 517500)",20EZ1_07
"(162000, 516250, 163000, 517500)",20EZ1_08
"(163000, 516250, 164000, 517500)",20EZ1_09
"(164000, 516250, 165000, 517500)",20EZ1_10
"(160000, 515000, 161000, 516250)",20EZ1_11
"(161000, 515000, 162000, 516250)",20EZ1_12
"(162000, 515000, 163000, 516250)",20EZ1_13
"(163000, 515000, 164000, 516250)",20EZ1_14
"(164000, 515000, 165000, 516250)",20EZ1_15
"(160000, 513750, 161000, 515000)",20EZ1_16
"(161000, 513750, 162000, 515000)",20EZ1_17
"(162000, 513750, 163000, 515000)",20EZ1_18
"(163000, 513750, 164000, 515000)",20EZ1_19
"(164000, 513750, 165000, 515000)",20EZ1_20
"(160000, 512500, 161000, 513750)",20EZ1_21
"(161000, 512500, 162000, 513750)",20EZ1_22
"(162000, 512500, 163000, 513750)",20EZ1_23
"(163000, 512500, 164000, 513750)",20EZ1_24
"(164000, 512500, 165000, 513750)",20EZ1_25
